author_date,la,ld,nf,nd,ns,ent,ndev,age,nuc,aexp,arexp,asexp,buggy
1063458467,9,0,1,1,1,0.0,1.0,1.0,1.0,49,49.0,27.0,0
1063458613,9,0,1,1,1,0.0,1.0,1.0,3.0,50,50.0,28.0,0
1063460061,35,23,8,2,1,1.96049426054042,0.125,0.75,2.75,51,51.0,29.0,0
1063475947,15,15,3,1,1,1.4854752972273302,0.333333333333333,1.0,1.6666666666666698,31,31.0,26.0,0
1063478862,95,16,4,3,1,0.7645270417738791,0.25,0.25,7.25,52,52.0,30.0,0
1063613162,47,13,3,2,1,1.29318987968681,0.333333333333333,0.666666666666667,7.0,54,54.0,31.0,0
1063894969,33,0,1,1,1,0.0,2.0,5.0,13.0,32,32.0,27.0,0
1063895163,64,0,1,1,1,0.0,0.0,0.0,0.0,55,55.0,32.0,0
1063895832,88,44,4,3,2,1.12005609785651,0.25,2.5,9.0,56,56.0,0.0006060572641253,0
1063897405,33,4,3,3,2,1.20684783199738,0.666666666666667,0.0,9.33333333333333,58,58.0,0.0006060572641253,0
1063908037,47,3,2,1,1,0.826746372492618,1.0,2.5,13.0,33,33.0,28.0,0
1063908331,0,4,1,1,1,0.0,2.0,0.0,16.0,34,34.0,29.0,0
1063913590,87,29,6,3,1,2.00905336426626,0.166666666666667,1.6666666666666698,5.0,60,60.0,36.0,0
1063954626,56,26,8,5,3,2.65655279290408,0.25,1.5,5.0,62,62.0,0.0014285063046294,0
1063956500,20,7,8,4,3,2.80195950389678,0.25,1.75,5.75,63,63.0,0.0014285063046294,0
1063963063,19,3,2,2,1,0.4394969869215129,1.0,0.0,17.5,66,66.0,42.0,0
1063967247,117,6,5,3,2,1.61273332016604,0.2,0.0,10.8,67,67.0,0.0006060572641253,0
1064135327,596,8,11,7,3,2.5516156947875097,0.181818181818182,4.18181818181818,4.36363636363636,68,68.0,0.115384713027948,0
1064235999,341,45,9,4,3,2.17687992884911,0.222222222222222,0.8888888888888891,6.22222222222222,69,69.0,0.115384713027948,0
1064256644,468,78,22,7,2,3.37085198924354,0.0454545454545455,5.5,4.31818181818182,71,71.0,0.0006060572641253,0
1064335025,64,37,4,3,1,1.32968751734123,0.25,1.25,8.5,74,74.0,48.0,0
1064337833,43,3,2,2,2,0.347816913571063,1.0,2.0,10.0,35,35.0,0.233394622773631,0
1064338049,30,6,4,3,2,1.78577083591096,0.5,1.0,8.5,76,76.0,0.0175847932696626,0
1064338707,11,15,3,3,3,1.19511845830805,0.666666666666667,0.0,21.0,77,77.0,0.0014285063046294,0
1064339747,65,0,4,2,1,1.93310121239129,0.5,6.5,10.25,36,36.0,31.0,0
1064377749,155,10,4,3,1,1.63519425866452,0.5,0.0,10.5,38,38.0,32.0,0
1064377999,21,8,2,2,2,0.362051251733998,1.0,0.0,9.5,40,40.0,0.233394622816377,0
1064421545,25,18,4,3,1,1.64071754370029,0.5,2.75,6.75,41,41.0,34.0,0
1064422205,7,2,3,2,1,1.53049305675748,0.333333333333333,2.0,10.3333333333333,83,83.0,56.0,0
1064424179,60,24,7,4,3,2.30119986808369,0.285714285714286,0.285714285714286,7.571428571428571,84,84.0,5.955965150264e-06,0
1064424395,0,4,1,1,1,0.0,1.0,0.0,5.0,85,85.0,58.0,0
1064424990,113,7,6,4,2,1.51474618617558,0.166666666666667,2.5,10.833333333333302,86,86.0,0.0006060572641253,0
1064425437,11,4,2,1,1,0.566509506552905,0.5,0.0,6.0,87,87.0,60.0,0
1064429292,127,61,9,6,3,2.66107840882255,0.111111111111111,6.55555555555556,9.22222222222222,88,88.0,0.350257444887077,0
1064431599,3,12,1,1,1,0.0,2.0,12.0,5.0,42,42.0,35.0,0
1064471000,51,45,4,2,1,1.4822837553184,0.5,0.0,6.75,89,89.0,62.0,0
1064480113,101,35,7,5,3,2.12759155210599,0.285714285714286,0.857142857142857,12.4285714285714,90,90.0,5.955965150264e-06,0
1064487402,54,28,5,3,2,1.32093504126221,0.4,0.0,14.2,91,91.0,0.0006060572641253,0
1064497343,370,10,9,5,3,2.65977325011512,0.222222222222222,1.88888888888889,6.44444444444444,93,93.0,5.955965150264e-06,0
1064498224,21,17,2,1,1,0.981940786864098,0.5,1.0,5.5,94,94.0,66.0,0
1064501482,97,40,7,3,2,2.47904991403967,0.285714285714286,0.857142857142857,8.142857142857139,95,95.0,1.4230608655343598e-06,0
1064509382,61,4,3,3,2,1.2187034723261698,0.333333333333333,0.0,15.666666666666698,96,96.0,0.0006060572641253,0
1064510055,29,7,3,2,1,1.5419822842863995,0.666666666666667,0.0,6.66666666666667,97,97.0,69.0,0
1064513684,198,13,5,4,2,1.99752069496779,0.2,0.0,8.4,98,98.0,0.0006060572641253,0
1064528394,219,1,3,2,1,1.3478114465601498,0.666666666666667,0.666666666666667,12.333333333333302,45,45.0,38.0,0
1064560262,313,74,10,7,4,2.51833591876303,0.2,1.8,9.7,99,99.0,0.0634968926554696,0
1064596333,199,53,47,11,3,3.74884555219891,0.0425531914893617,5.65957446808511,3.72340425531915,101,101.0,7.55779928071441e-05,0
1064916954,223,33,7,5,2,2.21368713000046,0.142857142857143,1.85714285714286,12.142857142857098,104,104.0,0.0006060572641253,1
1064931199,99,24,8,4,1,2.19706571147994,0.125,1.625,7.125,105,105.0,76.0,1
1065032691,90,16,6,5,3,1.96684169584648,0.333333333333333,1.5,16.6666666666667,106,106.0,0.115384713027948,0
1065080750,98,35,5,3,2,1.8160348894873704,0.2,0.6,10.0,107,107.0,0.0006060572641253,1
1065092180,140,1,3,1,1,1.19824323230497,0.333333333333333,0.333333333333333,1.33333333333333,108,108.0,79.0,0
1065095390,44,19,3,2,2,1.17114018555946,0.333333333333333,0.0,16.0,109,109.0,0.0006060572641253,0
1065120115,512,39,18,6,2,3.08922234489719,0.111111111111111,3.27777777777778,9.05555555555556,110,110.0,0.0006060572641253,0
1065121139,19,5,7,4,2,2.43872187554087,0.142857142857143,0.0,10.4285714285714,111,111.0,0.0006060572641253,0
1065160579,422,32,13,6,2,2.71915470948265,0.0769230769230769,1.53846153846154,8.0,112,112.0,0.0006060572641253,0
1065190927,166,54,12,3,1,2.52283134012453,0.166666666666667,2.5,4.33333333333333,113,113.0,84.0,0
1065267473,18,1,1,1,1,0.0,2.0,8.0,17.0,49,49.0,40.0,0
1065271856,4,0,1,1,1,0.0,1.0,1.0,8.0,115,115.0,86.0,0
1065381990,405,90,22,8,2,3.75309615828927,0.0454545454545455,4.22727272727273,7.31818181818182,116,116.0,0.0006060572641253,0
1065390693,333,196,14,9,2,2.2805671112514,0.142857142857143,9.285714285714286,7.78571428571429,50,50.0,0.493164062495446,0
1065397758,514,254,10,3,1,2.04094535018054,0.2,4.2,1.4,51,51.0,42.0,1
1065398030,39,0,1,1,1,0.0,0.0,0.0,0.0,52,52.0,43.0,0
1065402301,48,5,3,2,1,1.48250560686441,0.666666666666667,0.0,14.0,53,53.0,44.0,0
1065415702,512,317,73,19,3,5.27061499158375,0.0273972602739726,1.97260273972603,3.65753424657534,117,117.0,0.0014285063046294,0
1065417670,48,3,3,3,1,1.15955475237873,0.666666666666667,3.6666666666666696,6.0,119,119.0,90.0,0
1065423220,490,646,48,8,2,4.9316041989971104,0.0416666666666667,7.9375,4.41666666666667,120,120.0,0.0006060572641253,0
1065427466,341,101,17,8,2,3.21117106300212,0.117647058823529,0.823529411764706,8.47058823529412,121,121.0,0.0006060572641253,0
1065440307,144,24,6,4,2,2.06260411457894,0.333333333333333,1.5,15.5,123,123.0,0.0006060572641253,0
1065463482,10,1,1,1,1,0.0,2.0,0.0,26.0,124,124.0,94.0,0
1065466025,792,71,16,6,2,2.67890895983262,0.125,0.4375,6.625,125,125.0,0.0006060572641253,1
1065484805,233,96,14,3,2,2.48745709109117,0.142857142857143,0.7857142857142858,6.78571428571429,55,55.0,0.493164062495448,0
1065513614,66,63,11,7,2,2.3792166178877,0.181818181818182,3.54545454545455,6.27272727272727,126,126.0,0.0031752511859223,0
1065529786,242,87,5,3,2,1.89803161237259,0.4,0.6,6.6,127,127.0,0.0175847932696626,0
1065541655,497,0,3,2,1,0.454213871400529,0.333333333333333,0.0,0.333333333333333,128,128.0,98.0,0
1065550606,315,12,7,6,2,2.08767105322558,0.285714285714286,0.4285714285714289,16.571428571428598,129,129.0,0.0006060572641253,0
1065553918,13,22,7,2,1,2.51169755008322,0.285714285714286,0.5714285714285711,8.142857142857139,56,56.0,47.0,0
1065560712,41,48,12,5,2,3.07410530394358,0.166666666666667,0.0,9.08333333333333,58,58.0,0.493164062495448,0
1065564427,191,197,29,5,1,4.20062787979223,0.0689655172413793,1.9655172413793105,6.51724137931035,59,59.0,50.0,0
1065566413,31,0,2,1,1,0.9932338197397068,1.0,0.0,26.5,60,60.0,51.0,0
1065630251,139,17,7,3,1,1.70844558196982,0.285714285714286,0.857142857142857,10.1428571428571,131,131.0,101.0,0
1065633370,85,2,2,1,1,0.9784493292686188,1.0,0.0,27.5,61,61.0,52.0,0
1065644681,288,34,9,4,1,2.51657235546091,0.222222222222222,0.333333333333333,8.444444444444441,132,132.0,102.0,0
1065645093,20,14,1,1,1,0.0,1.0,2.0,13.0,133,133.0,103.0,0
1065656012,46,17,3,2,1,0.8467005790954809,0.666666666666667,0.333333333333333,11.333333333333302,62,62.0,53.0,0
1065683405,129,17,8,2,1,2.19254301348488,0.25,0.75,8.0,134,134.0,104.0,0
1065684250,168,0,3,2,1,1.16319741761673,0.333333333333333,1.0,1.33333333333333,136,136.0,106.0,0
1065720260,1047,126,32,13,4,4.14065686715662,0.09375,1.375,6.4375,137,137.0,0.318435912350954,1
1065800920,647,67,25,11,3,3.7954993862975095,0.08,0.56,6.4,139,139.0,7.55779928071441e-05,0
1066999638,4224,244,65,19,6,5.29651504860893,0.0461538461538462,8.30769230769231,4.47692307692308,140,140.0,0.195499070345902,0
1067246247,573,12,14,7,3,2.9772659220422204,0.0714285714285714,4.71428571428571,6.428571428571429,141,141.0,5.955965150264e-06,0
1067256398,84,0,1,1,1,0.0,0.0,0.0,0.0,143,143.0,111.0,0
1067333597,119,11,9,5,3,2.42790465286137,0.222222222222222,12.666666666666698,19.2222222222222,147,147.0,0.0014285063046294,0
1067334246,2,1,1,1,1,0.0,2.0,0.0,34.0,148,148.0,114.0,0
1067341289,6,1,2,2,2,0.985228136034252,0.5,0.0,32.5,149,149.0,0.0006060572641253,0
1067351806,43,32,5,4,2,1.15825572075748,0.4,9.6,22.0,150,150.0,0.0006060572641253,0
1067360541,92,37,42,16,2,5.00703723933844,0.0476190476190476,15.642857142857098,4.547619047619049,152,152.0,0.0006060572641253,0
1067408461,197,1,4,3,2,0.761090345467114,0.5,1.0,29.25,155,155.0,0.0006060572641253,0
1067441581,26,1,2,2,1,0.975119064940866,0.5,2.5,7.0,158,158.0,119.0,0
1067474818,427,1,8,3,2,2.01641844506901,0.125,0.125,9.125,159,159.0,0.0006060572641253,0
1067476255,63,51,6,2,1,1.70457605884729,0.166666666666667,3.5,0.833333333333333,160,160.0,121.0,1
1067503839,81,0,3,1,1,1.53457300975714,0.0,0.0,0.0,161,161.0,122.0,0
1067505280,10,0,1,1,1,0.0,2.0,1.0,6.0,162,162.0,123.0,0
1067517660,106,14,5,3,2,1.49116178284498,0.4,4.4,16.4,163,163.0,0.0006060572641253,0
1067523120,146,107,28,9,1,3.98881036500734,0.0714285714285714,11.642857142857098,4.42857142857143,164,164.0,125.0,0
1067525860,70,43,1,1,1,0.0,1.0,0.0,1.0,165,165.0,126.0,0
1067527680,94,3,3,2,2,0.851386608511222,0.333333333333333,0.333333333333333,4.0,167,167.0,0.0031752511859223,0
1067543425,230,68,6,4,1,1.9607584456616296,0.333333333333333,7.5,8.5,169,169.0,128.0,0
1067549885,287,190,10,5,1,2.7244885799333,0.2,6.0,9.1,170,170.0,129.0,1
1067557339,365,177,10,5,2,2.12671482540709,0.2,4.7,15.4,171,171.0,0.0006060572641253,0
1067587123,95,11,5,3,1,1.3702196122108,0.4,4.4,13.4,172,172.0,131.0,0
1067590913,264,40,12,7,3,2.7702103311073194,0.166666666666667,2.25,9.41666666666667,173,173.0,0.0014285063046294,1
1067595921,29,1,3,2,2,1.10330740860783,0.333333333333333,2.0,27.3333333333333,174,174.0,0.0006060572641253,0
1067599487,231,57,9,7,2,1.9151802009296104,0.222222222222222,0.0,15.333333333333302,175,175.0,0.0006060572641253,0
1067607294,14,8,4,4,2,1.86763389097121,0.5,12.25,32.75,177,177.0,0.0006060572641253,0
1067613581,11,0,2,2,1,0.94566030460064,1.0,0.0,27.0,179,179.0,138.0,0
1067615992,233,43,6,6,4,1.7433641333582,0.5,1.33333333333333,19.6666666666667,181,181.0,0.318435912350954,0
1067625868,468,56,13,7,3,3.12998527254152,0.0769230769230769,0.8461538461538459,10.923076923076902,182,182.0,7.55779928071441e-05,0
1067773968,136,47,11,9,5,2.66112497905128,0.181818181818182,3.09090909090909,17.4545454545455,183,183.0,0.201997951181083,0
1067849392,79,15,5,4,2,2.13639290174693,0.4,0.4,27.4,184,184.0,0.0006060572641253,0
1067860263,94,12,7,5,1,2.00431695352244,0.285714285714286,4.71428571428571,9.285714285714286,185,185.0,143.0,0
1067873341,93,2,4,3,2,1.9392012277060904,0.5,15.0,7.75,186,186.0,0.0031752511859223,0
1067886385,98,21,7,5,2,2.3604631335141,0.285714285714286,4.42857142857143,31.142857142857103,188,188.0,0.0006060572641253,0
1067889550,64,1373,18,6,2,3.1759691145511098,0.111111111111111,11.444444444444402,11.8888888888889,189,189.0,0.0006060572641253,0
1067947248,90,35,22,13,2,3.7288826317952495,0.136363636363636,10.0454545454545,11.0454545454545,190,190.0,0.285164825618239,0
1068453036,390,29,9,5,4,2.8147283323774097,0.333333333333333,1.44444444444444,14.0,197,197.0,0.318435912350954,0
1068486913,40,26,3,2,1,1.11564440748741,0.666666666666667,24.0,12.666666666666698,63,63.0,54.0,0
1068487625,8,6,2,1,1,0.591672778582327,1.0,3.0,35.5,64,64.0,55.0,0
1068490496,68,6,2,1,1,0.639457132485164,1.0,6.0,30.5,199,199.0,152.0,0
1068490802,106,4,4,3,1,1.15001036043988,0.5,2.5,18.75,65,65.0,56.0,0
1068491127,7,8,3,3,1,1.33826892807646,0.666666666666667,5.66666666666667,22.0,200,200.0,153.0,0
1068491597,21,1,2,2,2,0.976020648236615,1.0,0.0,73.5,201,201.0,0.0006060572641253,0
1068543016,33,5,3,3,1,1.37124378477106,0.666666666666667,0.0,16.0,202,202.0,155.0,0
1068551812,33,18,4,3,1,1.69555231341932,0.5,8.25,13.25,204,204.0,157.0,0
1068553051,20,6,3,3,1,1.58279933252718,0.666666666666667,5.0,16.0,205,205.0,158.0,0
1068562033,9,6,2,1,1,0.7219280948873621,1.0,0.0,39.0,66,66.0,57.0,0
1068575742,37,8,5,4,2,2.17088250397437,0.4,9.2,34.2,207,207.0,0.0006060572641253,0
1068874930,1129,311,39,12,2,4.20541917410465,0.0512820512820513,15.7179487179487,8.92307692307692,208,208.0,0.0006060572641253,1
1068913334,81,2,4,3,2,1.30787350306801,0.25,0.0,22.75,210,210.0,0.0006060572641253,0
1069008727,169,102,14,10,3,3.4151113388314904,0.142857142857143,5.78571428571429,18.0,211,211.0,0.0014285063046294,0
1069027601,8,4,1,1,1,0.0,2.0,12.0,6.0,215,215.0,167.0,0
1069030349,2,2,1,1,1,0.0,2.0,0.0,7.0,216,216.0,168.0,0
1069035538,134,11,9,5,2,2.36444624434005,0.222222222222222,10.7777777777778,17.2222222222222,217,217.0,0.0175847932696626,0
1069036605,19,2,2,2,1,0.998363672593813,1.0,0.5,6.0,218,218.0,170.0,0
1069038702,11,2,3,2,1,1.46048468131311,0.666666666666667,0.333333333333333,27.3333333333333,219,219.0,171.0,0
1069095557,70,19,5,5,3,1.8791615693910104,0.4,16.0,12.6,221,221.0,0.3717935482697899,0
1069101270,164,0,5,3,1,1.51556032669033,0.4,0.6,11.0,222,222.0,174.0,0
1069101297,2,0,1,1,1,0.0,1.0,24.0,1.0,223,223.0,175.0,0
1069208222,97,59,7,6,4,1.8643008068198,0.4285714285714289,4.42857142857143,20.8571428571429,224,224.0,0.3184404969573129,0
1069236623,16,0,2,2,1,0.8960382325345569,0.5,0.5,3.5,226,226.0,178.0,0
1069238599,145,53,4,3,1,1.05889001415635,0.5,0.0,18.75,227,227.0,179.0,0
1069327955,1186,201,18,9,2,3.39355215188178,0.166666666666667,6.16666666666667,5.388888888888888,228,228.0,0.285164825618239,0
1069343593,88,11,9,6,4,1.9470415934565,0.333333333333333,3.11111111111111,19.111111111111104,229,229.0,0.0634968926554696,0
1069393576,17,3,2,2,1,0.992774453987808,1.0,15.0,17.0,73,73.0,58.0,0
1069542991,6,0,1,1,1,0.0,1.0,3.0,8.0,0,0.0,0.0,0
1069544181,167,37,6,6,4,1.40945243953313,0.5,16.8333333333333,20.0,1,1.0,0.25,0
1069544540,0,4,2,2,1,1.0,1.5,0.0,37.0,2,2.0,2.0,0
1069545102,29,1,2,2,1,0.650022421648354,1.5,0.0,35.5,3,3.0,3.0,0
1069546805,27,18,3,2,1,1.1874464080424698,0.666666666666667,20.3333333333333,7.66666666666667,4,4.0,4.0,0
1069620280,172,19,12,8,1,2.96108849399982,0.25,9.16666666666667,17.25,5,5.0,5.0,0
1069623198,6,3,3,2,1,1.3516441151533898,1.0,18.6666666666667,3.3333333333333304,6,6.0,6.0,0
1069629679,143,0,2,2,1,0.994030211476956,1.5,0.0,6.0,7,7.0,7.0,0
1069653626,122,20,5,3,1,1.7216590437258,0.6,0.8,23.4,8,8.0,8.0,0
1069704572,41,26,3,3,2,1.2376124957990802,0.666666666666667,5.33333333333333,45.0,233,233.0,0.0006060572641253,0
1069752779,104,3,3,2,1,1.56066479359061,0.333333333333333,13.333333333333302,1.6666666666666698,238,238.0,184.0,1
1069888373,33,27,1,1,1,0.0,2.0,0.0,22.0,1,1.0,1.0,0
1069998204,4,0,1,1,1,0.0,1.0,7.0,2.0,239,239.0,185.0,0
1070088975,242,38,11,7,1,2.62937050198196,0.272727272727273,18.1818181818182,21.9090909090909,9,9.0,9.0,0
1070304924,14,2,1,1,1,0.0,1.0,14.0,16.0,240,240.0,186.0,0
1070307314,134,9,4,2,1,1.7777887513787902,0.75,1.0,21.5,241,241.0,187.0,1
1070311660,3,3,2,2,1,0.650022421648354,1.5,5.0,38.5,10,10.0,10.0,0
1070312411,41,0,2,2,1,0.9788698505067792,1.5,2.0,7.5,11,11.0,11.0,0
1070312663,41,2,3,2,1,1.42113383497012,1.0,0.666666666666667,37.3333333333333,12,12.0,12.0,0
1070313034,12,9,2,2,1,0.791858352567484,1.0,1.0,11.0,13,13.0,13.0,0
1070313142,3,4,1,1,1,0.0,3.0,2.0,14.0,14,14.0,14.0,0
1070355653,372,23,8,3,3,2.6697429443897702,0.25,3.625,2.125,243,243.0,0.683584822589726,0
1070356864,153,156,7,4,1,2.3050225293328,0.4285714285714289,3.4285714285714306,26.4285714285714,244,244.0,190.0,0
1070358006,45,2,1,1,1,0.0,3.0,0.0,54.0,245,245.0,191.0,0
1070378853,106,47,5,3,1,1.38563749144424,0.6,2.6,34.8,246,246.0,192.0,0
1070386424,146,35,6,3,1,1.8676244339586896,0.666666666666667,6.66666666666667,22.5,247,247.0,193.0,0
1070389481,56,16,3,3,1,1.25162916738782,1.0,0.0,40.0,249,249.0,195.0,0
1070392402,33,10,5,3,1,1.89106494855711,0.8,0.0,27.6,250,250.0,196.0,0
1070393135,29,41,1,1,1,0.0,3.0,0.0,15.0,15,15.0,15.0,0
1070394238,52,15,3,3,1,1.09495969748988,1.0,0.0,35.3333333333333,251,251.0,197.0,0
1070542250,256,348,8,4,1,0.489213337352131,0.375,13.625,20.0,253,253.0,199.0,1
1070577555,593,236,7,3,1,1.39151847051795,0.4285714285714289,11.7142857142857,13.857142857142902,255,255.0,200.0,0
1070813851,379,94,8,4,1,1.86375719208541,0.375,15.875,12.375,256,256.0,201.0,0
1070883157,94,63,3,2,1,0.8111785316306991,1.0,0.0,29.6666666666667,258,258.0,202.0,0
1070890867,45,54,8,3,2,1.41266842314881,0.375,14.5,28.25,260,260.0,0.0006060572641253,0
1070898872,352,77,7,4,3,2.11829266486446,0.5714285714285711,9.85714285714286,8.428571428571429,261,261.0,0.465630246319191,0
1070899622,19,5,2,1,1,0.811278124459133,0.5,0.0,1.5,262,262.0,205.0,0
1070910915,36,4,2,1,1,0.970950594454669,0.5,0.0,1.5,266,266.0,208.0,0
1070911200,17,0,1,1,1,0.0,1.0,0.0,2.0,267,267.0,209.0,0
1070917286,99,30,4,4,2,1.3385074872370402,0.75,1.0,62.5,268,268.0,0.0006060572641253,0
1070918192,165,76,3,2,1,1.26967707085502,0.666666666666667,2.0,8.33333333333333,269,269.0,211.0,0
1070921643,249,3,7,5,1,2.14095775043487,0.4285714285714289,1.7142857142857095,23.4285714285714,270,270.0,212.0,0
1070959811,171,87,5,3,1,0.7007998257432411,0.6,2.0,38.8,271,271.0,213.0,0
1070964035,91,34,5,3,1,2.1303474186485603,0.6,1.4,23.6,272,272.0,214.0,0
1070979569,104,29,7,5,1,2.31324778738856,0.4285714285714289,3.14285714285714,33.7142857142857,273,273.0,215.0,0
1070984950,167,72,4,1,1,1.4989220490668798,0.25,4.75,3.75,274,274.0,216.0,1
1071034089,13,8,2,2,2,0.591672778582327,1.0,20.0,54.0,276,276.0,0.0006060572641253,0
1071034368,32,9,4,4,1,1.58348649015196,0.75,25.75,9.25,277,277.0,219.0,0
1071061296,2,2,2,2,1,1.0,1.5,4.0,21.0,282,282.0,223.0,0
1071061827,39,57,4,4,3,1.35687532295125,0.75,0.25,53.75,283,283.0,0.350257444887077,0
1071065436,192,55,8,5,1,2.64756831591382,0.375,5.875,28.875,284,284.0,225.0,0
1071078042,317,16,5,1,1,1.1996915278708502,0.2,4.6,0.6,285,285.0,226.0,0
1071079706,348,0,4,2,1,1.3476218659376895,0.25,0.0,0.75,286,286.0,227.0,0
1071086882,138,10,9,3,1,1.6924768042865102,0.333333333333333,32.3333333333333,11.7777777777778,287,287.0,228.0,0
1071153302,501,423,17,7,1,3.4587828010445603,0.1764705882352939,25.8823529411765,10.4705882352941,288,288.0,229.0,1
1071170947,390,0,4,3,1,1.78822075636255,0.0,0.0,0.0,293,293.0,232.0,0
1071221577,113,9,6,4,1,1.95635579092577,0.333333333333333,7.83333333333333,6.0,297,297.0,235.0,0
1071246032,142,26,15,8,1,3.44181481427791,0.2,9.33333333333333,12.6,298,298.0,236.0,0
1071326765,70,58,15,5,2,3.3570081719288303,0.266666666666667,21.533333333333307,19.533333333333303,303,303.0,0.0031752511859223,0
1071327616,1,1,1,1,1,0.0,1.0,47.0,1.0,304,304.0,239.0,0
1071329669,1,1,1,1,1,0.0,3.0,0.0,95.0,305,305.0,240.0,0
1071333634,18,1,3,2,1,1.31243080234794,0.666666666666667,1.6666666666666698,14.0,307,307.0,242.0,0
1071343450,3,3,1,1,1,0.0,1.0,4.0,4.0,311,311.0,243.0,0
1071484015,610,25,14,9,7,2.21994699573668,0.285714285714286,2.0,10.3571428571429,312,312.0,0.306667880910192,0
1071616126,119,52,2,1,1,0.994442324802259,1.5,3.0,25.5,315,315.0,246.0,0
1071616915,15,2,1,1,1,0.0,1.0,0.0,5.0,317,317.0,247.0,0
1071621426,67,11,5,3,1,2.10067786636092,0.8,4.0,31.6,319,319.0,248.0,0
1071640661,99,46,3,3,1,1.37086533600591,0.666666666666667,22.6666666666667,8.33333333333333,17,17.0,17.0,0
1071649553,213,136,6,2,1,1.44521384411746,0.333333333333333,25.1666666666667,6.5,321,321.0,249.0,1
1071653046,30,7,2,2,1,0.9090221560878148,1.0,0.0,13.5,322,322.0,250.0,0
1071702726,163,80,6,5,1,2.11950911036942,0.5,3.1666666666666696,41.5,18,18.0,18.0,0
1071703891,8,14,2,2,1,0.94566030460064,1.0,3.5,16.0,20,20.0,20.0,0
1071724816,45,11,2,2,1,0.8856128713989709,1.5,10.5,18.0,324,324.0,252.0,0
1071731130,24,5,3,3,1,1.07355199917306,1.0,1.6666666666666698,64.0,21,21.0,21.0,0
